,title,date,author,level,length,icon
1137,Introduction to the Salesforce Certified Administrator Certification,Sep 30 2022,by Scott Lee,Beginner,26m,https://pluralsight.imgix.net/course-images/salesforce-certified-administrator-certification-intro-cert-v1.jpg?w=120
1138,Salesforce Administration: Sales and Marketing Applications,Sep 30 2022,by Scott Lee,Intermediate,1h 7m,https://pluralsight.imgix.net/course-images/salesforce-administration-sales-marketing-applications-cert-v1.jpg?w=120
1139,Salesforce Administration: Configuration and Setup,Sep 30 2022,by Scott Lee,Intermediate,1h 49m,https://pluralsight.imgix.net/course-images/salesforce-administration-configuration-setup-cert-v1.jpg?w=120
1140,Handling Errors in T-SQL,Sep 30 2022,by Jared Westover,Intermediate,2h 14m,https://pluralsight.imgix.net/course-images/handling-errors-t-sql-v1.jpg?w=120
1141,Styling Applications with Angular Material,Sep 29 2022,by Ajden Towfeek,Beginner,3h 14m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
1142,Demonstrating the Business Value of Power BI (PL-900),Sep 27 2022,by Ranjan Relan,Beginner,1h 41m,https://pluralsight.imgix.net/course-images/demonstrating-business-value-power-bi-v1.png?w=120
1143,Quality Management and Continuous Improvement in Project Environments,Sep 27 2022,by Casey Ayers,Intermediate,2h 12m,https://pluralsight.imgix.net/course-images/project-environments-quality-management-continuous-improvement-v1.png?w=120
1144,The Skills of Effective Project Leaders,Sep 27 2022,by Casey Ayers,Beginner,2h ,https://pluralsight.imgix.net/course-images/effective-project-leaders-skills-v2.png?w=120
1145,Serving as a Project Leader,Sep 27 2022,by Casey Ayers,Intermediate,2h 9m,https://pluralsight.imgix.net/course-images/serving-as-project-leader-v1.jpg?w=120
1146,Communicating Effectively in Project Environments,Sep 27 2022,by Casey Ayers,Intermediate,2h 24m,https://pluralsight.imgix.net/course-images/project-environments-communicating-effectively-v1.png?w=120
1147,Managing Risks in Project Environments,Sep 27 2022,by Casey Ayers,Advanced,2h 32m,https://pluralsight.imgix.net/course-images/project-environments-managing-risks-v1.jpg?w=120
1148,Integrating Business Analysis Skills with Project Management,Sep 27 2022,by Casey Ayers,Intermediate,2h 31m,https://pluralsight.imgix.net/course-images/project-management-business-analysis-skills-v1.jpg?w=120
1149,Assembling and Empowering Project Teams,Sep 27 2022,by Casey Ayers,Intermediate,1h 58m,https://pluralsight.imgix.net/course-images/project-teams-assembling-empowering-v1.jpg?w=120
1150,Application Analysis with SonarQube,Sep 27 2022,by George Smith,Beginner,34m,https://pluralsight.imgix.net/course-images/sonarqube-application-analysis-v1.jpg?w=120
1151,"Business Continuity (BC), Disaster Recovery (DR) & Incident Response Concepts for CC℠",Sep 27 2022,by Kevin Henry,Beginner,58m,https://pluralsight.imgix.net/course-images/business-continuity-disaster-recovery-incident-response-cc-cert-v1.jpg?w=120
1152,.NET 6 BCL Playbook,Sep 27 2022,by Simon Robinson,Intermediate,8h 58m,https://pluralsight.imgix.net/course-images/dot-net-6-bcl-playbook-v1.png?w=120
1153,Security Operations for CC℠,Sep 27 2022,by Kevin Henry,Beginner,1h 28m,https://pluralsight.imgix.net/course-images/security-operations-cc-cert-v1.jpg?w=120
1154,Procurement Management in Project Environments,Sep 27 2022,by Casey Ayers,Advanced,2h ,https://pluralsight.imgix.net/course-images/procurement-management-project-environments-v1.jpg?w=120
1155,Red Hat Certified Specialist in Advanced Automation: Mastering Ansible Tower,Sep 26 2022,by Matt Conran,Advanced,1h 53m,https://pluralsight.imgix.net/course-images/rhcs-advanced-automation-ansible-tower-mastering-cert-v1.jpg?w=120
1156,Security Principles for CC℠,Sep 26 2022,by Kevin Henry,Beginner,1h 15m,https://pluralsight.imgix.net/course-images/security-principles-cc-cert-v1.jpg?w=120
1157,Network Security for CC℠,Sep 26 2022,by Kevin Henry,Beginner,1h 27m,https://pluralsight.imgix.net/course-images/network-security-cc-cert-v1.jpg?w=120
1158,Cloud Operations and Service Mesh with Anthos,Sep 26 2022,by Google Cloud,Beginner,1h 25m,https://pluralsight.imgix.net/course-images/cloud-operations-service-mesh-anthos-3-v1.png?w=120
1159,GitHub: The Big Picture,Sep 24 2022,by Aaron Stewart,Beginner,1h 5m,https://pluralsight.imgix.net/course-images/github-big-picture-v1.png?w=120
1160,How Failures Taught Me to Negotiate: Women’s Strengths in Negotiation,Sep 23 2022,by Aleksandra Majkic,Beginner,44m,https://pluralsight.imgix.net/course-images/profdev-series-womens-strengths-negotiation-v1.jpg?w=120
1161,Using GitOps to Automate Kubernetes Deployments with Flux 2,Sep 23 2022,by Nigel Brown,Advanced,2h 53m,https://pluralsight.imgix.net/course-images/gitops-kubernetes-flux-2-automate-deployments-using-v1.jpg?w=120
1162,Go kit 0.12 Fundamentals,Sep 23 2022,by Corneile Britz,Beginner,1h 16m,https://pluralsight.imgix.net/course-images/go-kit-0dot12-fundamentals-v1.jpg?w=120
1163,Debugging and Error Handling in Spring Framework 5,Sep 23 2022,by Afzaal Ahmad Zeeshan,Intermediate,1h 52m,https://pluralsight.imgix.net/course-images/spring-framework-5-debugging-error-handling-v1.jpg?w=120
1164,Access Controls Concepts for CC℠,Sep 22 2022,by Kevin Henry,Beginner,1h 7m,https://pluralsight.imgix.net/course-images/access-controls-concepts-cc-cert-v1.jpg?w=120
1165,Salesforce Development: Getting Started,Sep 21 2022,by Dan Appleman,Beginner,1h 18m,https://pluralsight.imgix.net/course-images/getting-started-salesforce-development-v1.png?w=120
1166,Secure Coding with OWASP in C# 10,Sep 21 2022,by Alexander Tushinsky,Intermediate,3h 35m,https://pluralsight.imgix.net/course-images/c-sharp-10-owasp-secure-coding-v1.jpg?w=120
1167,Productivity Tips for the Busy Tech Professional,Sep 21 2022,by Richard Seroter,Beginner,1h 15m,https://pluralsight.imgix.net/course-images/busy-tech-professional-productivity-tips-v1.jpg?w=120
1168,Reliable Google Cloud Infrastructure: Design and Process,Sep 21 2022,by Google Cloud,Intermediate,4h 22m,https://pluralsight.imgix.net/course-images/reliable-google-cloud-infrastructure-design-process-6-v1.png?w=120
1169,Security Best Practices in Google Cloud,Sep 21 2022,by Google Cloud,Beginner,1h 56m,https://pluralsight.imgix.net/course-images/security-best-practices-google-cloud-5-v1.png?w=120
1170,Managing Security in Google Cloud,Sep 21 2022,by Google Cloud,Beginner,2h 16m,https://pluralsight.imgix.net/course-images/managing-security-google-cloud-4-v1.png?w=120
1171,PowerPoint 2021 Essentials,Sep 21 2022,by ClipTraining,Beginner,3h 4m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
1172,PowerPoint 365 Essentials,Sep 21 2022,by ClipTraining,Beginner,3h 17m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
1173,Ubuntu Linux Administration: Operation of Running Systems,Sep 21 2022,by Andrew Mallett,Intermediate,5h 23m,https://pluralsight.imgix.net/course-images/ubuntu-linux-administration-operation-running-systems-cert-v1.jpg?w=120
1174,Introduction to Microsoft Modern Desktop Administrator MD-100 and MD-101 Exams,Sep 20 2022,by Glenn Weadock,Intermediate,49m,https://pluralsight.imgix.net/course-images/introduction-microsoft-modern-desktop-administrator-md-100-md-101-v1.png?w=120
1175,Cisco Meraki Fundamentals,Sep 20 2022,by Nick Russo,Intermediate,2h 5m,https://pluralsight.imgix.net/course-images/cisco-meraki-fundamentals-v1.jpg?w=120
1176,Building an Application Using Java SE 17,Sep 20 2022,by Sander Mak,Intermediate,3h 6m,https://pluralsight.imgix.net/course-images/java-se-17-building-application-v1.jpg?w=120
1177,Virtualization: The Big Picture,Sep 20 2022,by David Davis,Beginner,1h 16m,https://pluralsight.imgix.net/course-images/virtualization-big-picture-2022-v1.jpg?w=120
1178,macOS Essentials,Sep 20 2022,by ClipTraining,Beginner,1h 32m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
1179,Excel 2021 Pro,Sep 20 2022,by ClipTraining,Intermediate,5h 50m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
1180,Bubble Fundamentals,Sep 20 2022,by Jon La Plante,Beginner,3h 53m,https://pluralsight.imgix.net/course-images/bubble-fundamentals-v1.png?w=120
1181,Microsoft Entra Fundamentals,Sep 20 2022,by Tim Warner,Intermediate,1h 51m,https://pluralsight.imgix.net/course-images/microsoft-entra-fundamentals-v1.jpg?w=120
1182,Microsoft Edge,Sep 20 2022,by ClipTraining,Beginner,2h 7m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
1183,Mitigating Security Vulnerabilities on Google Cloud,Sep 20 2022,by Google Cloud,Beginner,54m,https://pluralsight.imgix.net/course-images/mitigating-security-vulnerabilities-google-cloud-4-v1.png?w=120
1184,Excel 365 Pro,Sep 20 2022,by ClipTraining,Intermediate,5h 54m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
1185,Accessing Non-relational Databases in Go,Sep 19 2022,by Pinal Dave,Intermediate,47m,https://pluralsight.imgix.net/course-images/go-accessing-non-relational-databases-v1.jpg?w=120
1186,Xamarin.Forms 5 Fundamentals,Sep 19 2022,by Chris Miller,Beginner,6h 58m,https://pluralsight.imgix.net/course-images/xamarin-forms-5-fundamentals-v1.jpg?w=120
1187,Introduction to Salesforce Certified Platform Developer I,Sep 19 2022,by Adam Olshansky,Beginner,26m,https://pluralsight.imgix.net/course-images/salesforce-certified-platform-developer-intro-cert-v1.jpg?w=120
1188,Listeners and Payloads with Cobalt Strike,Sep 19 2022,by Kat DeLorean Seymour,Beginner,42m,https://pluralsight.imgix.net/course-images/cobalt-strike-listeners-payloads-v1.jpg?w=120
1189,Angular 14 Standalone Components: First Look,Sep 16 2022,by Joe Eames,Intermediate,26m,https://pluralsight.imgix.net/course-images/angular-14-standalone-components-first-look-v1.png?w=120
1190,Production Machine Learning Systems,Sep 16 2022,by Google Cloud,Intermediate,2h 42m,https://pluralsight.imgix.net/course-images/production-machine-learning-systems-4-v1.png?w=120
1191,Getting Started With Application Development,Sep 16 2022,by Google Cloud,Beginner,2h 43m,https://pluralsight.imgix.net/course-images/getting-started-application-development-6-v1.png?w=120
1192,Fundamentals of Citrix Gateway,Sep 15 2022,by citrix,Beginner,2h 30m,https://pluralsight.imgix.net/course-images/fundamentals-citrix-gateway-v1.png?w=120
1193,Fundamentals of Citrix Application Delivery Controller (ADC),Sep 14 2022,by citrix,Beginner,2h 37m,https://pluralsight.imgix.net/course-images/fundamentals-citrix-application-delivery-controller-adc-v1.png?w=120
1194,Fundamentals of Citrix Virtual Apps and Desktops,Sep 14 2022,by citrix,Beginner,2h 58m,https://pluralsight.imgix.net/course-images/fundamentals-citrix-virtual-apps-desktops-v1.png?w=120
1195,Log File Analysis with Python,Sep 13 2022,by Cristian Pascariu,Intermediate,1h 57m,https://pluralsight.imgix.net/course-images/python-log-file-analysis-v1.jpg?w=120
1196,PowerShell Functions for Security Analysis,Sep 13 2022,by Liam Cleary,Intermediate,1h 50m,https://pluralsight.imgix.net/course-images/powershell-functions-security-analysis-v1.jpg?w=120
1197,Demonstrating the Business Value of Power Automate (PL-900),Sep 12 2022,by Vlad Catrinescu,Beginner,1h 46m,https://pluralsight.imgix.net/course-images/business-value-power-automate-v1.jpg?w=120
1198,Integrate an Analytics Platform into an Existing IT Infrastructure,Sep 12 2022,by Dayo Bamikole,Beginner,38m,https://pluralsight.imgix.net/course-images/identify-requirements-solution-features-performance-licensing-dp-500-v1.jpg?w=120
1199,Microsoft Azure Services and Concepts,Sep 9 2022,by Neil Morrissey,Intermediate,4h 25m,https://pluralsight.imgix.net/course-images/microsoft-azure-services-concepts-v1.png?w=120
1200,Analyzing and Decrypting TLS with Wireshark,Sep 9 2022,by Ross Bagurdes,Intermediate,1h 41m,https://pluralsight.imgix.net/course-images/wireshark-analyzing-decrypting-tls-v1.jpg?w=120
1201,Preparing for Your Associate Cloud Engineer Journey,Sep 9 2022,by Google Cloud,Beginner,51m,https://pluralsight.imgix.net/course-images/preparing-associate-cloud-engineer-journey-5-v1.png?w=120
1202,Salesforce Administration: Data and Analytics Management,Sep 9 2022,by Adrien Sacco,Intermediate,1h 34m,https://pluralsight.imgix.net/course-images/salesforce-administration-data-analytics-management-cert-v1.jpg?w=120
1203,Automated Testing: The Big Picture,Sep 9 2022,by Jason Roberts,Beginner,1h 4m,https://pluralsight.imgix.net/course-images/automated-testing-big-picture-v1.jpg?w=120
1204,Salesforce Administration: Service and Support Applications,Sep 9 2022,by Adrien Sacco,Intermediate,2h 37m,https://pluralsight.imgix.net/course-images/salesforce-administration-service-support-applications-cert-v1.jpg?w=120
1205,Salesforce Administration: Productivity and Collaboration,Sep 9 2022,by Adrien Sacco,Intermediate,1h 56m,https://pluralsight.imgix.net/course-images/salesforce-administration-productivity-collaboration-cert-v1.jpg?w=120
1206,Sentiment Classification with Recurrent Neural Networks,Sep 8 2022,by Biswanath Halder,Intermediate,1h 32m,https://pluralsight.imgix.net/course-images/sentiment-classification-recurrent-neural-networks-v1.jpg?w=120
1207,NetBeans IDE 13 Fundamentals,Sep 8 2022,by Buddhini Samarakkody,Beginner,3h 7m,https://pluralsight.imgix.net/course-images/netbeans-ide-13-fundamentals-v1.jpg?w=120
1208,Achieving Advanced Insights with BigQuery,Sep 8 2022,by Google Cloud,Beginner,1h 40m,https://pluralsight.imgix.net/course-images/achieving-advanced-insights-bigquery-2-v1.png?w=120
1209,"Clean Architecture: Patterns, Practices, and Principles",Sep 7 2022,by Matthew Renze,Beginner,2h 20m,https://pluralsight.imgix.net/course-images/clean-architecture-patterns-practices-principles-v1.jpg?w=120
1210,Fundamentals of Citrix Workspace Environment Management Service,Sep 7 2022,by citrix,Beginner,2h 17m,https://pluralsight.imgix.net/course-images/fundamentals-citrix-workspace-environment-management-service-v1.png?w=120
1211,"App Deployment, Debugging, and Performance",Sep 7 2022,by Google Cloud,Beginner,1h 29m,https://pluralsight.imgix.net/course-images/app-deployment-debugging-performance-8-v1.png?w=120
1212,Getting Started With Application Development,Sep 7 2022,by Google Cloud,Beginner,2h 43m,https://pluralsight.imgix.net/course-images/getting-started-application-development-7-v1.png?w=120
1213,Deploy Citrix Virtual Apps and Desktops Service in Microsoft Azure,Sep 7 2022,by citrix,Beginner,2h 57m,https://pluralsight.imgix.net/course-images/deploy-citrix-virtual-apps-desktops-service-microsoft-azure-v1.png?w=120
1214,Exploring and Preparing your Data with BigQuery,Sep 7 2022,by Google Cloud,Beginner,2h 24m,https://pluralsight.imgix.net/course-images/exploring-preparing-data-bigquery-2-v1.png?w=120
1215,Securing and Integrating Components of your Application,Sep 6 2022,by Google Cloud,Beginner,1h 21m,https://pluralsight.imgix.net/course-images/securing-integrating-components-application-7-v1.png?w=120
1216,Automated Configuration Tool for Virtual Apps and Desktops,Sep 6 2022,by citrix,Beginner,57m,https://pluralsight.imgix.net/course-images/automated-configuration-tool-virtual-apps-desktops-v1.png?w=120
1217,Managing HashiCorp Vault Server,Sep 6 2022,by S Panda,Intermediate,1h 32m,https://pluralsight.imgix.net/course-images/hashicorp-vault-server-managing-v1.jpg?w=120
1218,Debugging and Error Handling in ASP.NET Core 6 Web API,Sep 6 2022,by Nertil Poci,Intermediate,1h 52m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-web-api-debugging-error-handling-v1.png?w=120
1219,Google Cloud Big Data and Machine Learning Fundamentals,Sep 6 2022,by Google Cloud,Beginner,2h 31m,https://pluralsight.imgix.net/course-images/google-cloud-big-data-machine-learning-fundamentals-3-v1.png?w=120
1220,Microsoft 365 Cloud Concepts,Sep 2 2022,by Vlad Catrinescu,Beginner,1h 58m,https://pluralsight.imgix.net/course-images/microsoft-365-cloud-concepts-cert-v1.jpg?w=120
1221,Getting Started with Delta Lake on Databricks,Sep 2 2022,by Janani Ravi,Beginner,2h 29m,https://pluralsight.imgix.net/course-images/getting-started-delta-lake-databricks-v1.jpg?w=120
1222,Certificate in Cybersecurity Analysis (IIBA®- CCA): User Access Controls,Sep 2 2022,by Jamie Champagne,Beginner,31m,https://pluralsight.imgix.net/course-images/iiba-cca-user-access-controls-cert-v1.jpg?w=120
1223,Deploying Citrix Gateway on Citrix ADC,Sep 2 2022,by Jo Harder,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/citrix-gateway-adc-deploying-v1.jpg?w=120
1224,SDN and SD-WAN Fundamentals: Migrating to and Maintaining an SD-WAN Solution,Sep 2 2022,by Sean Douglas,Intermediate,1h 18m,https://pluralsight.imgix.net/course-images/sdn-sd-wan-fundamentals-migrating-maintaining-solution-v1.jpg?w=120
1225,Moving Data with Oracle,Sep 2 2022,by Agaba Philip,Intermediate,15m,https://pluralsight.imgix.net/course-images/moving-data-oracle-v1.jpg?w=120
1226,Veeam Availability Suite v11: Backup and Recovery,Sep 2 2022,by Ryan Shultz,Intermediate,2h 44m,https://pluralsight.imgix.net/course-images/veeam-availability-suite-v11-backup-recovery-v1.jpg?w=120
1227,Getting Started with the Databricks Lakehouse Platform,Sep 1 2022,by Janani Ravi,Beginner,1h 38m,https://pluralsight.imgix.net/course-images/getting-started-databricks-lakehouse-platform-v1.jpg?w=120
