nro,title,title_url,title_badge,date,author,level,length,icon
9594,Building a Universal Windows App in 3 Hours,https://www.pluralsight.com/courses/building-universal-windows-app-3-hours,Skills - Expanded,Oct 10 2016,by Lars Klint,Beginner,2h 56m,https://pluralsight.imgix.net/course-images/building-universal-windows-app-3-hours-v1.jpg?w=120
9595,After Effects CC Updates,https://www.pluralsight.com/courses/after-effects-cc-updates,Skills - Expanded,Oct 10 2016,by Chad Troftgruben,Beginner,33m,https://pluralsight.imgix.net/course-images/after-effects-cc-updates-v2.jpg?w=120
9596,Testing JavaScript with Jasmine 2 and TypeScript,https://www.pluralsight.com/courses/javascript-jasmine-typescript,Skills - Expanded,Oct 7 2016,by Tony Curtis,Intermediate,2h 42m,https://pluralsight.imgix.net/course-images/javascript-jasmine-typescript-v1.jpg?w=120
9597,Building a Pragmatic Unit Test Suite,https://www.pluralsight.com/courses/pragmatic-unit-testing,Skills,Oct 7 2016,by Vladimir Khorikov,Intermediate,3h 41m,https://pluralsight.imgix.net/course-images/pragmatic-unit-testing-v1.jpg?w=120
9598,Adobe CC Mastering Skills for Creative Print Design,https://www.pluralsight.com/courses/adobe-cc-mastering-skills-creative-print-design-2520,Skills - Expanded,Oct 7 2016,by Valp Maciej Hajnrich,Advanced,2h 48m,https://img.pluralsight.com/course-images/adobe-cc-mastering-skills-creative-print-design-2520-v1.jpg?w=120
9599,Maintain Windows 10 Images,https://www.pluralsight.com/courses/maintain-windows-10-images,Skills - Expanded,Oct 7 2016,by Rhonda Layfield-Dwyer,Beginner,2h 11m,https://pluralsight.imgix.net/course-images/maintain-windows-10-images-v1.jpg?w=120
9600,Creating Game-ready Modular Structures in 3ds Max,https://www.pluralsight.com/courses/3ds-max-creating-game-ready-modular-structures,Skills - Expanded,Oct 6 2016,by Dan John Cox,Intermediate,2h 58m,https://pluralsight.imgix.net/course-images/3ds-max-creating-game-ready-modular-structures-v1.jpg?w=120
9601,Creating Interactive Dashboards with Google Charts,https://www.pluralsight.com/courses/google-charts-creating-interactive-dashboards,Skills - Expanded,Oct 5 2016,by Greg Sommerville,Intermediate,2h 39m,https://pluralsight.imgix.net/course-images/google-charts-creating-interactive-dashboards-v1.jpg?w=120
9602,Getting Started with 3D-Coat,https://www.pluralsight.com/courses/3d-coat-getting-started-2487,Skills - Expanded,Oct 5 2016,by Robert Ferenczi,Beginner,3h 12m,https://pluralsight.imgix.net/course-images/3d-coat-getting-started-2487-v4.jpg?w=120
9603,An Introduction to SiriKit,https://www.pluralsight.com/courses/sirikit-introduction,Skills - Expanded,Oct 5 2016,by Grant Klimaytys,Intermediate,1h 36m,https://pluralsight.imgix.net/course-images/sirikit-introduction-v1.jpg?w=120
9604,Introduction to Workflow Development with VMware vRealize Orchestrator (vRO),https://www.pluralsight.com/courses/vmware-vrealize-orchestrator-workflow-development,Skills - Expanded,Oct 5 2016,by Nick Colyer,Intermediate,2h 3m,https://pluralsight.imgix.net/course-images/vmware-vrealize-orchestrator-workflow-development-v1.jpg?w=120
9605,Apple Certified Technical Coordinator 10.11: Sharing Files,https://www.pluralsight.com/courses/sharing-files-apple-certified-technical-coordinator-10-11,Skills - Expanded,Oct 5 2016,by Pluralsight,Beginner,39m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
9606,Bridge CC Fundamentals,https://www.pluralsight.com/courses/bridge-cc-fundamentals,Skills - Expanded,Oct 4 2016,by Matthew Pizzi,Beginner,1h 24m,https://pluralsight.imgix.net/course-images/bridge-cc-fundamentals-v2.jpg?w=120
9607,Fusion 360 – Design for Injection Molding,https://www.pluralsight.com/courses/fusion-360-design-for-injection-molding,Skills - Expanded,Oct 4 2016,by Matt Perez,Intermediate,2h 19m,https://pluralsight.imgix.net/course-images/fusion-360-design-for-injection-molding-v1.jpg?w=120
9608,Communications for Better Technology Deployments,https://www.pluralsight.com/courses/communications-better-technology-deployments,Skills,Oct 3 2016,by Doru Catana,Beginner,3h 30m,https://pluralsight.imgix.net/course-images/communications-better-technology-deployments-v1.jpg?w=120
9609,Making Your First Game in GameMaker: Studio,https://www.pluralsight.com/courses/game-maker-studio-making-first-game-2419,Skills - Expanded,Oct 3 2016,by Bryan Sekine,Beginner,1h 27m,https://pluralsight.imgix.net/course-images/game-maker-studio-making-first-game-2419-v1.jpg?w=120
9610,Java SE 8: Building Your First JavaFX Application,https://www.pluralsight.com/courses/java-se-java-fx-application-building-your-first,Skills - Expanded,Oct 3 2016,by Buddha Jyothiprasad,Beginner,2h 3m,https://pluralsight.imgix.net/course-images/java-se-java-fx-application-building-your-first-v1.jpg?w=120
9611,Cyber Security Awareness: Malware Explained,https://www.pluralsight.com/courses/cyber-security-awareness-malware-explained,Skills - Expanded,Oct 3 2016,by Serge Borso,Beginner,52m,https://pluralsight.imgix.net/course-images/cyber-security-awareness-malware-explained-v1.jpg?w=120
9612,Building a Better Business Case – Building a Better Business,https://www.pluralsight.com/courses/building-business-case-better-business,Skills - Expanded,Sep 30 2016,by Lawrence T. Barnard,Advanced,1h 50m,https://pluralsight.imgix.net/course-images/building-business-case-better-business-v1.jpg?w=120
9613,Upgrading Your Farm to SharePoint 2016,https://www.pluralsight.com/courses/upgrading-farm-sharepoint-2016,Skills,Sep 30 2016,by Matthew McDermott,Intermediate,3h 49m,https://pluralsight.imgix.net/course-images/upgrading-farm-sharepoint-2016-v1.jpg?w=120
9614,Introduction to 3ds Max 2017,https://www.pluralsight.com/courses/3ds-max-2017-introduction-2517,Skills - Expanded,Sep 30 2016,by Joshua Kinney,Beginner,10h 30m,https://pluralsight.imgix.net/course-images/3ds-max-2017-introduction-2517-v1.jpg?w=120
9615,Testing C# Code in Production with Scientist.NET,https://www.pluralsight.com/courses/scientist-dotnet-csharp-testing-code-production,Skills - Expanded,Sep 30 2016,by Jason Roberts,Intermediate,1h 30m,https://pluralsight.imgix.net/course-images/scientist-dotnet-csharp-testing-code-production-v1.jpg?w=120
9616,Composer: Getting Started,https://www.pluralsight.com/courses/composer-get-started,Skills - Expanded,Sep 29 2016,by Jonathan Klein,Beginner,1h 7m,https://pluralsight.imgix.net/course-images/composer-get-started-v1.jpg?w=120
9617,SpeedGrade CC Fundamentals,https://www.pluralsight.com/courses/speedgrade-cc-fundamentals,Skills - Expanded,Sep 29 2016,by Chad Troftgruben,Beginner,2h 32m,https://pluralsight.imgix.net/course-images/speedgrade-cc-fundamentals-v2.jpg?w=120
9618,After Effects CC Compositing,https://www.pluralsight.com/courses/after-effects-cc-compositing,Skills - Expanded,Sep 28 2016,by Chad Troftgruben,Intermediate,5h 22m,https://pluralsight.imgix.net/course-images/after-effects-cc-compositing-v2.jpg?w=120
9619,Code School: On Track with Golang 1,https://www.pluralsight.com/courses/code-school-on-track-with-golang,Skills - Expanded,Sep 28 2016,by Carlos Souza,Beginner,1h 15m,https://pluralsight.imgix.net/course-images/code-school-on-track-with-golang-v1.png?w=120
9620,Citrix XenDesktop/XenApp 7.6 LTSR CCP-V: Configuring,https://www.pluralsight.com/courses/citrix-xendesktop-7-6-ltsr-ccp-v-configuring,Skills - Expanded,Sep 28 2016,by Greg Shields,Intermediate,8h 18m,https://pluralsight.imgix.net/course-images/citrix-xendesktop-7-6-ltsr-ccp-v-configuring-v1.jpg?w=120
9621,High-resolution Product Rendering in CINEMA 4D,https://www.pluralsight.com/courses/cinema-4d-high-resolution-product-rendering,Skills - Expanded,Sep 28 2016,by Nejc Kilar,Intermediate,4h 4m,https://pluralsight.imgix.net/course-images/cinema-4d-high-resolution-product-rendering-v1.jpg?w=120
9622,Citrix XenDesktop/XenApp 7.6 LTSR CCP-V: Testing,https://www.pluralsight.com/courses/citrix-xendesktop-7-6-ltsr-ccp-v-testing,Skills - Expanded,Sep 28 2016,by Greg Shields,Intermediate,50m,https://pluralsight.imgix.net/course-images/citrix-xendesktop-7-6-ltsr-ccp-v-testing-v1.jpg?w=120
9623,How to Think About Machine Learning Algorithms,https://www.pluralsight.com/courses/machine-learning-algorithms,Skills,Sep 27 2016,by Swetha Kolalapudi,Beginner,3h 8m,https://pluralsight.imgix.net/course-images/machine-learning-algorithms-v1.jpg?w=120
9624,Planning for SharePoint Server 2016: Logical Architecture and Integrations,https://www.pluralsight.com/courses/planning-sharepoint-server-2016-architecture-integrations,Skills,Sep 26 2016,by Vlad Catrinescu,Intermediate,1h 36m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
9625,External Footprinting: Reconnaissance and Mapping,https://www.pluralsight.com/courses/external-footprinting-reconnaissance-mapping,Skills - Expanded,Sep 26 2016,by Will Vandevanter,Intermediate,1h 20m,https://pluralsight.imgix.net/course-images/external-footprinting-reconnaissance-mapping-v1.jpg?w=120
9626,Play by Play: Ethical Hacking - Deconstructing the Hack,https://www.pluralsight.com/courses/play-by-play-ethical-hacking-deconstructing-hack,Skills - Expanded,Sep 26 2016,by Troy Hunt,Beginner,1h 28m,https://pluralsight.imgix.net/course-images/play-by-play-ethical-hacking-deconstructing-hack-v1.jpg?w=120
9627,AWS Certified DevOps Engineer: High Availability and Elasticity,https://www.pluralsight.com/courses/high-availability-elasticity-aws-certified-devops-engineer,Skills - Expanded,Sep 26 2016,by Mike Pfeiffer,Advanced,2h 51m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
9628,Introduction to VLANs for Cisco CCNA 200-125/100-105,https://www.pluralsight.com/courses/vlans-cisco-ccna-200-125-100-105,Skills - Expanded,Sep 26 2016,by Ross Bagurdes,Intermediate,2h 21m,https://pluralsight.imgix.net/course-images/vlans-cisco-ccna-200-125-100-105-v1.jpg?w=120
9629,Entity Framework 6 in the Enterprise,https://www.pluralsight.com/courses/entity-framework-enterprise-update,Skills,Sep 23 2016,by Julie Lerman,Intermediate,4h 41m,https://pluralsight.imgix.net/course-images/entity-framework-enterprise-update-v1.jpg?w=120
9630,Building Windows PowerShell GUIs in WPF for Free,https://www.pluralsight.com/courses/powershell-guis-building-wpf-free,Skills,Sep 23 2016,by Jeff Adkin,Intermediate,2h 21m,https://pluralsight.imgix.net/course-images/powershell-guis-building-wpf-free-v1.jpg?w=120
9631,After Effects CC Rotoscoping,https://www.pluralsight.com/courses/after-effects-cc-rotoscoping,Skills - Expanded,Sep 23 2016,by Chad Troftgruben,Advanced,3h 24m,https://pluralsight.imgix.net/course-images/after-effects-cc-rotoscoping-v2.jpg?w=120
9632,Code School: Real-time Web with Node.js,https://www.pluralsight.com/courses/code-school-real-time-web-with-nodejs,Skills - Expanded,Sep 23 2016,by Gregg Pollack,Beginner,1h 7m,https://pluralsight.imgix.net/course-images/code-school-real-time-web-with-nodejs-v1.png?w=120
9633,Using Photoshop and After Effects to Create Cinemagraphs,https://www.pluralsight.com/courses/photoshop-after-effects-create-cinemagraphs,Skills - Expanded,Sep 23 2016,by Kirk Nelson,Intermediate,1h 21m,https://pluralsight.imgix.net/course-images/photoshop-after-effects-create-cinemagraphs-v1.jpg?w=120
9634,Play by Play: Microsoft Open Source PowerShell on Linux and Mac,https://www.pluralsight.com/courses/play-by-play-microsoft-open-source-powershell-linux-mac,Skills - Expanded,Sep 23 2016,by Anthony Nocentino,Beginner,4h 28m,https://pluralsight.imgix.net/course-images/play-by-play-microsoft-open-source-powershell-linux-mac-v1.jpg?w=120
9635,Auditing IIS Web Servers for Security and Best Practices,https://www.pluralsight.com/courses/auditing-iis-web-servers-security-best-practices,Skills,Sep 22 2016,by Peter Kyrannis,Intermediate,1h 40m,https://pluralsight.imgix.net/course-images/auditing-iis-web-servers-security-best-practices-v1.jpg?w=120
9636,Design Patterns in C++: Behavioral - Observer to Visitor,https://www.pluralsight.com/courses/design-patterns-cpp-behavioral-observer-visitor,Skills,Sep 22 2016,by Dmitri Nesteruk,Intermediate,2h ,https://pluralsight.imgix.net/course-images/design-patterns-cpp-behavioral-observer-visitor-v1.jpg?w=120
9637,Understanding the MapReduce Programming Model,https://www.pluralsight.com/courses/mapreduce-understanding,Skills - Expanded,Sep 22 2016,by Janani Ravi,Beginner,1h 48m,https://pluralsight.imgix.net/course-images/mapreduce-understanding-v1.jpg?w=120
9638,Introduction to Revit for Structural Engineers,https://www.pluralsight.com/courses/revit-structural-engineers-introduction,Skills - Expanded,Sep 22 2016,by Harriet Eldred,Beginner,3h 37m,https://pluralsight.imgix.net/course-images/revit-structural-engineers-introduction-v1.jpg?w=120
9639,"Inventor Essentials - Visual Styles, Visualization, and Graphics",https://www.pluralsight.com/courses/inventor-essentials-visual-styles-visualization-graphics,Skills - Expanded,Sep 22 2016,by Neil Cross,Beginner,2h 31m,https://pluralsight.imgix.net/course-images/inventor-essentials-visual-styles-visualization-graphics-v1.jpg?w=120
9640,Deploying Consul,https://www.pluralsight.com/courses/consul-deploying,Skills - Expanded,Sep 20 2016,by Wes Higbee,Intermediate,4h 5m,https://pluralsight.imgix.net/course-images/consul-deploying-v1.jpg?w=120
9641,"Architecting Azure Solutions (70-534): Management, Monitoring, and Business Continuity",https://www.pluralsight.com/courses/architecting-azure-solutions-70-534-monitoring-continuity,Skills - Expanded,Sep 20 2016,by Orin Thomas,Intermediate,2h 55m,https://pluralsight.imgix.net/course-images/architecting-azure-solutions-70-534-monitoring-continuity-v1.jpg?w=120
9642,Adding Search Abilities to Your Apps with Azure Search,https://www.pluralsight.com/courses/azure-adding-search-abilities-apps,Skills - Expanded,Sep 20 2016,by Chad Campbell,Intermediate,2h 55m,https://pluralsight.imgix.net/course-images/azure-adding-search-abilities-apps-v1.jpg?w=120
9643,Managing Information Security Incidents (ISO/IEC 27002),https://www.pluralsight.com/courses/information-security-incidents-iso-iec-27002,Skills - Expanded,Sep 19 2016,by Paul Gadbois,Beginner,1h 57m,https://pluralsight.imgix.net/course-images/information-security-incidents-iso-iec-27002-v1.jpg?w=120
9644,DevOps Skills for Developers with Visual Studio & TFS 2015,https://www.pluralsight.com/courses/devops-skills-developers-visual-studio-tfs-2015,Skills,Sep 19 2016,by Benjamin Day,Intermediate,7h 6m,https://pluralsight.imgix.net/course-images/devops-skills-developers-visual-studio-tfs-2015-v1.jpg?w=120
9645,JCache Fundamentals,https://www.pluralsight.com/courses/jcache-fundamentals,Skills - Expanded,Sep 19 2016,by Grant Little,Intermediate,1h 22m,https://pluralsight.imgix.net/course-images/jcache-fundamentals-v1.jpg?w=120
9646,Designing/Deploying Exchange 2016: Transport,https://www.pluralsight.com/courses/designing-deploying-exchange-2016-70-345-transport,Skills,Sep 16 2016,by Paul Cunningham,Intermediate,2h 59m,https://pluralsight.imgix.net/course-images/designing-deploying-exchange-2016-70-345-transport-v1.jpg?w=120
9647,Introduction to Cisco Network Design for CCDA DESGN (200-310),https://www.pluralsight.com/courses/introduction-cisco-network-design-ccda-desgn-200-310,Skills - Expanded,Sep 16 2016,by Leigh Bogardis,Intermediate,1h 28m,https://pluralsight.imgix.net/course-images/introduction-cisco-network-design-ccda-desgn-200-310-v1.jpg?w=120
9648,Introduction to Dynamic Routing for Cisco CCNA 200-125/100-105,https://www.pluralsight.com/courses/dynamic-routing-cisco-ccna-200-125-100-105,Skills - Expanded,Sep 16 2016,by Ross Bagurdes,Intermediate,2h 57m,https://pluralsight.imgix.net/course-images/dynamic-routing-cisco-ccna-200-125-100-105-v1.jpg?w=120
9649,Sharing and Accessing Shared Folders with Mac,https://www.pluralsight.com/courses/mac-sharing-accessing-shared-folders,Skills - Expanded,Sep 16 2016,by Ken Mauldin,Beginner,2h 59m,https://pluralsight.imgix.net/course-images/mac-sharing-accessing-shared-folders-v1.jpg?w=120
9650,Parametric Modeling and Sketch Constraints in Inventor,https://www.pluralsight.com/courses/inventor-parametric-modeling-sketch-constraints,Skills - Expanded,Sep 16 2016,by Jomarc Baquiran,Beginner,3h 42m,https://pluralsight.imgix.net/course-images/inventor-parametric-modeling-sketch-constraints-v1.jpg?w=120
9651,Android Fundamentals: Fragments,https://www.pluralsight.com/courses/android-fundamentals-fragments,Skills - Expanded,Sep 15 2016,by Sriyank Siddhartha,Beginner,3h 44m,https://pluralsight.imgix.net/course-images/android-fundamentals-fragments-v1.jpg?w=120
9652,Tactics and Tools for Troubleshooting Front-end Web Development,https://www.pluralsight.com/courses/tactics-tools-troubleshooting-front-end-web-development,Skills - Expanded,Sep 14 2016,by Shelley Benhoff,Intermediate,1h 37m,https://pluralsight.imgix.net/course-images/tactics-tools-troubleshooting-front-end-web-development-v1.jpg?w=120
9653,Interior Rendering Techniques with mental ray and 3ds Max,https://www.pluralsight.com/courses/mental-ray-3ds-max-interior-rendering-techniques,Skills - Expanded,Sep 14 2016,by Verena Tatiana,Intermediate,2h 26m,https://pluralsight.imgix.net/course-images/mental-ray-3ds-max-interior-rendering-techniques-v1.jpg?w=120
9654,Navigating the AWS Management Console,https://www.pluralsight.com/courses/aws-navigating-management-console,Skills - Expanded,Sep 14 2016,by Andreas Wittig,Beginner,56m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
9655,Deploying and Managing Azure IaaS Virtual Machines,https://www.pluralsight.com/courses/azure-iaas-virtual-machines-deploying-managing,Skills - Expanded,Sep 14 2016,by John Savill,Intermediate,3h 52m,https://pluralsight.imgix.net/course-images/azure-iaas-virtual-machines-deploying-managing-v1.jpg?w=120
9656,Facial Tracking and Reconstruction in NUKEX,https://www.pluralsight.com/courses/nukex-facial-tracking-reconstruction-2545,Skills - Expanded,Sep 13 2016,by Peter Gend,Intermediate,3h 22m,https://pluralsight.imgix.net/course-images/nukex-facial-tracking-reconstruction-2545-v1.jpg?w=120
9657,Grading with Feature Lines in Civil 3D,https://www.pluralsight.com/courses/civil-3d-grading-feature-lines,Skills - Expanded,Sep 13 2016,by Tisha Lance,Intermediate,2h 45m,https://pluralsight.imgix.net/course-images/civil-3d-grading-feature-lines-v1.jpg?w=120
9658,Group Policy: Advanced Targeting,https://www.pluralsight.com/courses/group-policy-advanced-targeting,Skills,Sep 13 2016,by Peter Grant,Intermediate,2h 20m,https://pluralsight.imgix.net/course-images/group-policy-advanced-targeting-v1.jpg?w=120
9659,Developing GUI-based Tools for Production in NUKE,https://www.pluralsight.com/courses/nuke-developing-gui-based-tools-production-2549,Skills - Expanded,Sep 13 2016,by Simon Jokuschies,Intermediate,1h 48m,https://pluralsight.imgix.net/course-images/nuke-developing-gui-based-tools-production-2549-v1.jpg?w=120
9660,Creating Cartoon Characters in MODO and ZBrush,https://www.pluralsight.com/courses/modo-zbrush-creating-cartoon-characters-2523,Skills - Expanded,Sep 12 2016,by Caetano Silva,Intermediate,4h 27m,https://pluralsight.imgix.net/course-images/modo-zbrush-creating-cartoon-characters-2523-v3.jpg?w=120
9661,Scaling Agile for Enterprise: Daikibo,https://www.pluralsight.com/courses/daikibo-scaling-agile-enterprise,Skills - Expanded,Sep 12 2016,by Xavier Morera,Beginner,1h 20m,https://pluralsight.imgix.net/course-images/daikibo-scaling-agile-enterprise-v1.jpg?w=120
9662,Converting a Photo into a VR Set in 3ds Max,https://www.pluralsight.com/courses/3ds-max-converting-photo-vr-set-2468,Skills - Expanded,Sep 10 2016,by Rich Fiore,Intermediate,2h 8m,https://pluralsight.imgix.net/course-images/3ds-max-converting-photo-vr-set-2468-v2.jpg?w=120
9663,Cyber Security While Traveling,https://www.pluralsight.com/courses/cyber-security-while-traveling,Skills - Expanded,Sep 9 2016,by Jordan Scott,Beginner,54m,https://pluralsight.imgix.net/course-images/cyber-security-while-traveling-v1.jpg?w=120
9664,Penetration Testing Automation Using Python and Kali Linux,https://www.pluralsight.com/courses/penetration-testing-automation-using-python-kali-linux,Skills - Expanded,Sep 8 2016,by Gus Khawaja,Intermediate,1h 56m,https://pluralsight.imgix.net/course-images/penetration-testing-automation-using-python-kali-linux-v1.jpg?w=120
9665,SOLIDWORKS Simulation - Troubleshooting Common Errors,https://www.pluralsight.com/courses/solidworks-simulation-troubleshooting-common-errors,Skills - Expanded,Sep 8 2016,by Shivani Patel,Beginner,58m,https://pluralsight.imgix.net/course-images/solidworks-simulation-troubleshooting-common-errors-v1.jpg?w=120
9666,Working with Nulls in C#,https://www.pluralsight.com/courses/csharp-nulls-working,Skills - Expanded,Sep 8 2016,by Jason Roberts,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/csharp-nulls-working-v1.jpg?w=120
9667,Planning for SharePoint Server 2016: Physical Topology and Services,https://www.pluralsight.com/courses/planning-sharepoint-server-2016-topology-services,Skills,Sep 7 2016,by Vlad Catrinescu,Intermediate,3h 32m,https://pluralsight.imgix.net/course-images/planning-sharepoint-server-2016-topology-services-v1.jpg?w=120
9668,Play by Play: Angular 2/RxJS/HTTP and RESTful Services with John Papa and Dan Wahlin,https://www.pluralsight.com/courses/play-by-play-angular-2-rxjs-http-restful-services-john-papa-dan-wahlin,Skills - Expanded,Sep 7 2016,by Dan Wahlin,Beginner,1h 33m,https://pluralsight.imgix.net/course-images/play-by-play-angular-2-rxjs-http-restful-services-john-papa-dan-wahlin-v1.jpg?w=120
9669,Mastering Data Visualization with R,https://www.pluralsight.com/courses/r-mastering-data-visualization,Skills - Expanded,Sep 7 2016,by Matthew Renze,Intermediate,1h 43m,https://pluralsight.imgix.net/course-images/r-mastering-data-visualization-v1.jpg?w=120
9670,SOLIDWORKS Essentials - In-depth Drawings,https://www.pluralsight.com/courses/solidworks-essentials-in-depth-drawings,Skills - Expanded,Sep 7 2016,by Ron Grover,Beginner,2h 20m,https://pluralsight.imgix.net/course-images/solidworks-essentials-in-depth-drawings-v1.jpg?w=120
9671,Getting Started with Node.js 4 Security with Express and Angular,https://www.pluralsight.com/courses/nodejs-security-express-angular-get-started,Skills - Expanded,Sep 7 2016,by Brian Clark,Beginner,1h 33m,https://pluralsight.imgix.net/course-images/nodejs-security-express-angular-get-started-v1.jpg?w=120
9672,Code School: Digging into Django,https://www.pluralsight.com/courses/code-school-digging-into-django,Skills - Expanded,Sep 7 2016,by Sarah Holderness,Intermediate,54m,https://pluralsight.imgix.net/course-images/code-school-digging-into-django-v1.png?w=120
9673,Introduction to Lighting and Rendering with V-Ray for NUKE,https://www.pluralsight.com/courses/vray-nuke-lighting-rendering-introduction-2493,Skills - Expanded,Sep 2 2016,by Tony D'Agostino,Intermediate,3h 24m,https://pluralsight.imgix.net/course-images/vray-nuke-lighting-rendering-introduction-2493-v1.jpg?w=120
9674,Microsoft Azure API Management Essentials,https://www.pluralsight.com/courses/microsoft-azure-api-management-essentials,Skills,Sep 2 2016,by Vishwas Lele,Beginner,2h 42m,https://pluralsight.imgix.net/course-images/microsoft-azure-api-management-essentials-v1.jpg?w=120
9675,Zend Db Deep Dive,https://www.pluralsight.com/courses/zend-db-deep-dive,Skills - Expanded,Sep 2 2016,by Matthew Setter,Intermediate,2h 4m,https://pluralsight.imgix.net/course-images/zend-db-deep-dive-v1.jpg?w=120
9676,Office 365 Development: Getting Started,https://www.pluralsight.com/courses/office-365-development-getting-started,Skills - Expanded,Sep 2 2016,by Sahil Malik,Beginner,3h 57m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
9677,Puppet 4: Working with Files and Templates,https://www.pluralsight.com/courses/puppet-4-files-templates,Skills - Expanded,Sep 2 2016,by Andrew Mallett,Intermediate,3h 6m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
9678,macOS X Support: User Accounts,https://www.pluralsight.com/courses/mac-osx-support-user-accounts,Skills - Expanded,Sep 2 2016,by Herta Nava,Intermediate,1h 53m,https://pluralsight.imgix.net/course-images/mac-osx-support-user-accounts-v1.jpg?w=120
9679,Creating a Realistic Low Poly Tree in 3ds Max,https://www.pluralsight.com/courses/3ds-max-creating-realistic-low-poly-tree-2420,Skills - Expanded,Sep 1 2016,by Jayesh Ranavaya,Intermediate,1h 37m,https://pluralsight.imgix.net/course-images/3ds-max-creating-realistic-low-poly-tree-2420-v1.jpg?w=120
9680,Configuring Service Applications in SharePoint 2016,https://www.pluralsight.com/courses/sharepoint-2016-configuring-service-applications,Skills,Sep 1 2016,by Bill Kulterman,Intermediate,1h 41m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
9681,Creating Assets in Blender,https://www.pluralsight.com/courses/blender-creating-assets-2547,Skills - Expanded,Sep 1 2016,by Mark Masters,Intermediate,3h 7m,https://pluralsight.imgix.net/course-images/blender-creating-assets-2547-v1.jpg?w=120
9682,Managing PCs and Devices with Microsoft Intune,https://www.pluralsight.com/courses/managing-pc-devices-with-microsoft-intune,Skills - Expanded,Sep 1 2016,by Jason Yates,Intermediate,4h 46m,https://pluralsight.imgix.net/course-images/managing-pc-devices-with-microsoft-intune-v1.jpg?w=120
9683,Managing Certificates with AWS Certificate Manager,https://www.pluralsight.com/courses/aws-certificate-manager-managing-certificates,Skills - Expanded,Sep 1 2016,by Chad Smith,Beginner,24m,https://pluralsight.imgix.net/course-images/aws-certificate-manager-managing-certificates-v1.jpg?w=120
9684,Introduction to Houdini Pyro FX,https://www.pluralsight.com/courses/introduction-houdini-pyro-2504,Skills - Expanded,Aug 31 2016,by Sam Rickles,Intermediate,4h 16m,https://pluralsight.imgix.net/course-images/introduction-houdini-pyro-2504-v1.jpg?w=120
9685,"Quixel Suite 2.2, DDO Essentials",https://www.pluralsight.com/courses/quixel-suite-2-ddo-essentials-2527,Skills - Expanded,Aug 31 2016,by Zaheer Mukhtar,Beginner,2h 16m,https://pluralsight.imgix.net/course-images/quixel-suite-2-ddo-essentials-2527-v1.jpg?w=120
9686,Psychological Editing in Adobe Premiere Pro,https://www.pluralsight.com/courses/premiere-pro-psychological-editing-2490,Skills - Expanded,Aug 31 2016,by Joshua Samson,Intermediate,1h 55m,https://pluralsight.imgix.net/course-images/premiere-pro-psychological-editing-2490-v1.jpg?w=120
9687,Get Started with Part Modeling in Autodesk Inventor,https://www.pluralsight.com/courses/inventor-get-started-part-modeling,Skills - Expanded,Aug 30 2016,by Javier Chavez,Beginner,1h 16m,https://pluralsight.imgix.net/course-images/inventor-get-started-part-modeling-v2.jpg?w=120
9688,Security for Hackers and Developers: Code Auditing,https://www.pluralsight.com/courses/code-auditing-security-hackers-developers,Skills,Aug 30 2016,by Dr. Jared DeMott,Intermediate,2h 2m,https://pluralsight.imgix.net/course-images/code-auditing-security-hackers-developers-v1.jpg?w=120
9689,What's New in Tableau 10,https://www.pluralsight.com/courses/tableau-10-whats-new,Skills - Expanded,Aug 30 2016,by Ben Sullins,Intermediate,1h 50m,https://pluralsight.imgix.net/course-images/tableau-10-whats-new-v1.jpg?w=120
9690,Advanced Methods for Enhancing Your AEM Website,https://www.pluralsight.com/courses/aem-advanced-methods-enhancing-website-2551,Skills - Expanded,Aug 30 2016,by Joe DeVito,Advanced,1h 59m,https://pluralsight.imgix.net/course-images/aem-advanced-methods-enhancing-website-2551-v1.jpg?w=120
9691,Routing IPv4 and IPv6 for Cisco CCNA 200-125/100-105,https://www.pluralsight.com/courses/routing-ipv4-ipv6-cisco-ccna-200-125-100-105,Skills - Expanded,Aug 30 2016,by Ross Bagurdes,Intermediate,4h 45m,https://pluralsight.imgix.net/course-images/routing-ipv4-ipv6-cisco-ccna-200-125-100-105-v1.jpg?w=120
9692,Building a Responsive Single Page Website in Adobe Muse,https://www.pluralsight.com/courses/adobe-muse-building-responsive-single-page-website-2478,Skills - Expanded,Aug 30 2016,by Mario Duilio Macari,Intermediate,2h 5m,https://pluralsight.imgix.net/course-images/adobe-muse-building-responsive-single-page-website-2478-v1.jpg?w=120
9693,SOLIDWORKS Advanced - Top-down Design,https://www.pluralsight.com/courses/solidworks-advanced-top-down-design,Skills - Expanded,Aug 30 2016,by Guy Delozier,Advanced,1h 41m,https://pluralsight.imgix.net/course-images/solidworks-advanced-top-down-design-v1.jpg?w=120
