,title,title_url_selector,date,author,level,length,icon
4655,The Go Standard Library,https://www.pluralsight.com/courses/go-standard-library,Jun 26 2020,by Jeremy Morgan,Intermediate,2h 27m,https://pluralsight.imgix.net/course-images/go-standard-library-v1.png?w=120
4656,JavaScript Proxies and Reflection,https://www.pluralsight.com/courses/javascript-proxies-reflection,Jun 26 2020,by Dan Wellman,Intermediate,1h 27m,https://pluralsight.imgix.net/course-images/javascript-proxies-reflection-v1.png?w=120
4657,Android Drawables and Images,https://www.pluralsight.com/courses/android-drawables-images,Jun 26 2020,by Sriyank Siddhartha,Beginner,1h 34m,https://pluralsight.imgix.net/course-images/android-drawables-images-v1.png?w=120
4658,Exploring Positioning Product Metrics,https://www.pluralsight.com/courses/exploring-positioning-product-metrics,Jun 26 2020,by Dave Masom,Intermediate,1h 11m,https://pluralsight.imgix.net/course-images/exploring-positioning-product-metrics-v1.png?w=120
4659,Protecting Endpoints with Microsoft Defender Advanced Threat Protection,https://www.pluralsight.com/courses/protecting-endpoints-microsoft-defender-atp,Jun 26 2020,by Rishalin Pillay,Intermediate,2h 13m,https://pluralsight.imgix.net/course-images/protecting-endpoints-microsoft-defender-atp-v1.png?w=120
4660,Enterprise Cloud Strategy: Creating,https://www.pluralsight.com/courses/enterprise-cloud-strategy-creating,Jun 26 2020,by Adam Frisbee,Intermediate,1h 33m,https://pluralsight.imgix.net/course-images/enterprise-cloud-strategy-creating-v1.png?w=120
4661,SSIS Database Maintenance Playbook,https://www.pluralsight.com/courses/ssis-database-maintenance-playbook,Jun 26 2020,by Gerald Britton,Advanced,1h 10m,https://pluralsight.imgix.net/course-images/ssis-database-maintenance-playbook-v1.png?w=120
4662,Secure Couchbase 6 Clusters,https://www.pluralsight.com/courses/secure-couchbase-clusters,Jun 26 2020,by Kishan Iyer,Intermediate,2h 40m,https://pluralsight.imgix.net/course-images/secure-couchbase-clusters-v1.png?w=120
4663,Getting Started with GitHub Actions,https://www.pluralsight.com/courses/github-actions-getting-started,Jun 25 2020,by Aaron Stewart,Intermediate,1h 35m,https://pluralsight.imgix.net/course-images/github-actions-getting-started-v1.png?w=120
4664,Seminar: Becoming a Microsoft Azure Administrator,https://www.pluralsight.com/courses/seminar-microsoft-azure-administrator,Jun 25 2020,by Tim Warner,Beginner,8h 29m,https://pluralsight.imgix.net/course-images/audience/it-ops.jpg?w=120
4665,Dealing with Stress and Anxiety in the Workplace,https://www.pluralsight.com/courses/workplace-stress-anxiety,Jun 25 2020,by Alan Ackmann,Beginner,1h 26m,https://pluralsight.imgix.net/course-images/workplace-stress-anxiety-v1.png?w=120
4666,Seminar: Job Search and Career,https://www.pluralsight.com/courses/seminar-job-search-career,Jun 25 2020,by Jason Alba,Beginner,8h 35m,https://pluralsight.imgix.net/course-images/audience/business-professional.jpg?w=120
4667,Seminar: Getting Started with a Career in Web Development,https://www.pluralsight.com/courses/seminar-getting-started-web-development,Jun 25 2020,by Dan Wahlin,Beginner,7h 26m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
4668,Deploying Multiple Virtual Machines in Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-deploying-multiple-virtual-machines,Jun 25 2020,by Tim Warner,Advanced,1h 43m,https://pluralsight.imgix.net/course-images/microsoft-azure-deploying-multiple-virtual-machines-v1.png?w=120
4669,Using Intermediate Wireshark 3 Features,https://www.pluralsight.com/courses/using-intermediate-wireshark-features,Jun 25 2020,by Chris Behrens,Intermediate,2h 1m,https://pluralsight.imgix.net/course-images/using-intermediate-wireshark-features-v1.png?w=120
4670,Deploying and Managing Microsoft Teams Endpoints,https://www.pluralsight.com/courses/deploying-managing-microsoft-teams-endpoints,Jun 25 2020,by Jeff Brown,Intermediate,1h 58m,https://pluralsight.imgix.net/course-images/deploying-managing-microsoft-teams-endpoints-v2.png?w=120
4671,Automating Cisco ASA and Firepower Policies Using APIs,https://www.pluralsight.com/courses/automating-cisco-asa-firepower-policies-using-apis,Jun 24 2020,by Nick Russo,Intermediate,2h 5m,https://pluralsight.imgix.net/course-images/automating-cisco-asa-firepower-policies-using-apis-v3.png?w=120
4672,Migrating Physical and Virtual Servers to Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-migrating-physical-virtual-servers-update,Jun 24 2020,by Tim Warner,Advanced,57m,https://pluralsight.imgix.net/course-images/microsoft-azure-migrating-physical-virtual-servers-update-v1.png?w=120
4673,Getting Started with Prometheus,https://www.pluralsight.com/courses/getting-started-prometheus,Jun 24 2020,by Elton Stoneman,Beginner,1h 49m,https://pluralsight.imgix.net/course-images/getting-started-prometheus-v1.jpg?w=120
4674,Payment Card Industry Data Security Standard (PCI DSS): Executive Briefing,https://www.pluralsight.com/courses/pci-dss-executive-briefing,Jun 24 2020,by John Elliott,Beginner,22m,https://pluralsight.imgix.net/course-images/pci-dss-executive-briefing-v1.png?w=120
4675,Implement Windows Server 2019 Identity Federation and Access Solutions,https://www.pluralsight.com/courses/implement-windows-server-2019-identity-federation-access-solutions,Jun 24 2020,by Neil Morrissey,Advanced,4h 28m,https://pluralsight.imgix.net/course-images/implement-windows-server-2019-identity-federation-access-solutions-v1.png?w=120
4676,Demystifying the AWS Certified Security Specialty Exam,https://www.pluralsight.com/courses/demystifying-aws-security-specialty-exam,Jun 24 2020,by Michael Brown,Intermediate,1h 15m,https://pluralsight.imgix.net/course-images/demystifying-aws-security-specialty-exam-v1.png?w=120
4677,Managing Network Load Balancing in Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-network-load-balancing-managing,Jun 24 2020,by Tim Warner,Advanced,1h 23m,https://pluralsight.imgix.net/course-images/microsoft-azure-network-load-balancing-managing-v1.png?w=120
4678,Using Salt Open for Remote Execution,https://www.pluralsight.com/courses/salt-open-remote-execution,Jun 24 2020,by Andrew Mallett,Intermediate,1h 39m,https://pluralsight.imgix.net/course-images/salt-open-remote-execution-v1.png?w=120
4679,Getting Started with Agile Transformation in Your Organization,https://www.pluralsight.com/courses/getting-started-organization-agile-transformation,Jun 24 2020,by Casey Ayers,Beginner,1h 26m,https://pluralsight.imgix.net/course-images/getting-started-organization-agile-transformation-v1.png?w=120
4680,Understanding Enterprise-level Agile Implementation and Agile Frameworks,https://www.pluralsight.com/courses/enterprise-level-agile-implementation-frameworks,Jun 24 2020,by Chuck Cobb,Advanced,1h 52m,https://pluralsight.imgix.net/course-images/enterprise-level-agile-implementation-frameworks-v1.png?w=120
4681,Build Your First Data Visualization with vis.js,https://www.pluralsight.com/courses/build-first-data-visualization-vis-js,Jun 24 2020,by Mike Van Sickle,Beginner,53m,https://pluralsight.imgix.net/course-images/build-first-data-visualization-vis-js-v2.png?w=120
4682,Building Features for Computer Vision in Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-image-data-building-features,Jun 24 2020,by David Tucker,Advanced,1h 39m,https://pluralsight.imgix.net/course-images/microsoft-azure-image-data-building-features-v1.png?w=120
4683,Monitoring Microsoft Azure Resources and Workloads,https://www.pluralsight.com/courses/microsoft-azure-resources-workloads-monitoring-update,Jun 24 2020,by Tim Warner,Intermediate,1h 28m,https://pluralsight.imgix.net/course-images/microsoft-azure-resources-workloads-monitoring-update-v1.png?w=120
4684,Agile Transformation: The Big Picture,https://www.pluralsight.com/courses/big-picture-agile-transformation,Jun 24 2020,by Casey Ayers,Beginner,1h 39m,https://pluralsight.imgix.net/course-images/big-picture-agile-transformation-v1.png?w=120
4685,Ionic 5: Getting Started,https://www.pluralsight.com/courses/ionic-getting-started,Jun 24 2020,by Reggie Dawson,Beginner,1h 50m,https://pluralsight.imgix.net/course-images/ionic-getting-started-v1.png?w=120
4686,Architecting for Reliability on AWS,https://www.pluralsight.com/courses/architecting-reliability-aws,Jun 23 2020,by Ben Piper,Intermediate,2h 44m,https://pluralsight.imgix.net/course-images/architecting-reliability-aws-v2.png?w=120
4687,Configure Microsoft Azure Files,https://www.pluralsight.com/courses/microsoft-azure-configure-files,Jun 23 2020,by John Savill,Beginner,2h 49m,https://pluralsight.imgix.net/course-images/microsoft-azure-configure-files-v1.jpg?w=120
4688,Searching for Text in MongoDB 4,https://www.pluralsight.com/courses/searching-for-text-mongodb,Jun 23 2020,by Axel Sirota,Beginner,1h 39m,https://pluralsight.imgix.net/course-images/searching-for-text-mongodb-v1.png?w=120
4689,C# 8 Design Patterns: Factory and Abstract Factory,https://www.pluralsight.com/courses/c-sharp-design-patterns-factory-abstract,Jun 23 2020,by Filip Ekberg,Intermediate,52m,https://pluralsight.imgix.net/course-images/c-sharp-design-patterns-factory-abstract-v1.png?w=120
4690,Managing and Monitoring Access on AWS,https://www.pluralsight.com/courses/managing-monitoring-access-aws,Jun 23 2020,by Paolo Cruschelli,Intermediate,1h 26m,https://pluralsight.imgix.net/course-images/managing-monitoring-access-aws-v1.png?w=120
4691,"Build, Train, and Deploy Machine Learning Models with Amazon SageMaker 1",https://www.pluralsight.com/courses/aws-sagemaker-machine-learning-models,Jun 23 2020,by Jorge Vasquez,Advanced,2h 40m,https://pluralsight.imgix.net/course-images/aws-sagemaker-machine-learning-models-v1.jpg?w=120
4692,Splunk Enterprise Administration: Managing Data and Forwarders,https://www.pluralsight.com/courses/splunk-enterprise-admin-managing-data-forwarders,Jun 23 2020,by Karun Subramanian,Intermediate,2h 20m,https://pluralsight.imgix.net/course-images/splunk-enterprise-admin-managing-data-forwarders-v1.png?w=120
4693,Aggregating Data across Documents in MongoDB 4,https://www.pluralsight.com/courses/aggregating-data-across-documents-mongodb,Jun 23 2020,by Axel Sirota,Advanced,1h 51m,https://pluralsight.imgix.net/course-images/aggregating-data-across-documents-mongodb-v1.png?w=120
4694,The Contractor’s Guide to Emotional Intelligence,https://www.pluralsight.com/courses/contractors-guide-emotional-intelligence,Jun 23 2020,by Heather Ackmann,Intermediate,1h 33m,https://pluralsight.imgix.net/course-images/contractors-guide-emotional-intelligence-v1.png?w=120
4695,Designing for High Availability on Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-high-availability-designing-update,Jun 22 2020,by Jean Francois Landry,Intermediate,1h 53m,https://pluralsight.imgix.net/course-images/microsoft-azure-high-availability-designing-update-v1.jpg?w=120
4696,vSphere 7: Installing and Configuring vCenter Server and ESXi Hosts,https://www.pluralsight.com/courses/vsphere-7-installing-configuring-vcenter-server-esxi-hosts,Jun 22 2020,by David Davis,Beginner,2h 39m,https://pluralsight.imgix.net/course-images/vsphere-7-installing-configuring-vcenter-server-esxi-hosts-v2.jpg?w=120
4697,Technical Information Gathering with Recon-ng 5,https://www.pluralsight.com/courses/technical-information-gathering-recon-ng,Jun 22 2020,by Tim Tomes,Intermediate,41m,https://pluralsight.imgix.net/course-images/technical-information-gathering-recon-ng-v1.png?w=120
4698,Using Jenkins X for Cloud-native CI/CD,https://www.pluralsight.com/courses/jenkins-x-cloud-native-ci-cd,Jun 22 2020,by Andrew Morgan,Advanced,3h 9m,https://pluralsight.imgix.net/course-images/jenkins-x-cloud-native-ci-cd-v2.png?w=120
4699,Designing and Managing a Group Policy Deployment,https://www.pluralsight.com/courses/designing-managing-group-policy-deployment,Jun 22 2020,by Darren Mar-Elia,Intermediate,3h 1m,https://pluralsight.imgix.net/course-images/designing-managing-group-policy-deployment-v1.png?w=120
4700,Performing Windows 10 Post-installation Tasks,https://www.pluralsight.com/courses/performing-windows-10-post-installation-tasks,Jun 22 2020,by Glenn Weadock,Intermediate,2h 49m,https://pluralsight.imgix.net/course-images/performing-windows-10-post-installation-tasks-v1.png?w=120
4701,Building Batch Data Processing Solutions in Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-batch-data-building,Jun 22 2020,by Tim Warner,Intermediate,2h 34m,https://pluralsight.imgix.net/course-images/microsoft-azure-batch-data-building-v1.png?w=120
4702,Build Your First Dashboard with Splunk,https://www.pluralsight.com/courses/build-first-dashboard-splunk,Jun 19 2020,by Craig Golightly,Beginner,32m,https://pluralsight.imgix.net/course-images/build-first-dashboard-splunk-v1.png?w=120
4703,Design Authorization for Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-authorization-design,Jun 19 2020,by John Savill,Intermediate,2h 24m,https://pluralsight.imgix.net/course-images/microsoft-azure-authorization-design-v1.png?w=120
4704,Build Your First SwiftUI App in Under 90mins,https://www.pluralsight.com/courses/build-first-swiftui-app,Jun 19 2020,by Nick Walter,Beginner,1h 41m,https://pluralsight.imgix.net/course-images/build-first-swiftui-app-v1.png?w=120
4705,JavaScript REST APIs: Getting Started,https://www.pluralsight.com/courses/javascript-rest-apis-getting-started,Jun 19 2020,by Paul D. Sheriff,Beginner,1h 24m,https://pluralsight.imgix.net/course-images/javascript-rest-apis-getting-started-v1.png?w=120
4706,Building Your First Data Science Project in Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-building-first-data-science-project,Jun 19 2020,by Jared Rhodes,Beginner,1h 25m,https://pluralsight.imgix.net/course-images/microsoft-azure-building-first-data-science-project-v1.png?w=120
4707,Styling Websites with CSS,https://www.pluralsight.com/courses/styling-websites-css,Jun 19 2020,by Susan Simkins,Beginner,1h 32m,https://pluralsight.imgix.net/course-images/styling-websites-css-v1.png?w=120
4708,AWS CloudFormation Stacks and Automation: Best Practices,https://www.pluralsight.com/courses/aws-cloudformation-stacks-automation-best-practices,Jun 19 2020,by Ryan H. Lewis,Beginner,1h 2m,https://pluralsight.imgix.net/course-images/aws-cloudformation-stacks-automation-best-practices-v1.png?w=120
4709,vSphere 7: Introduction,https://www.pluralsight.com/courses/vsphere-7-introduction,Jun 18 2020,by David Davis,Beginner,1h 3m,https://pluralsight.imgix.net/course-images/vsphere-7-introduction-v1.jpg?w=120
4710,Visualizing Data on AWS,https://www.pluralsight.com/courses/visualizing-data-aws,Jun 18 2020,by Mohammed Osman,Intermediate,34m,https://pluralsight.imgix.net/course-images/visualizing-data-aws-v1.png?w=120
4711,Designing SSIS Integration Solutions,https://www.pluralsight.com/courses/designing-ssis-integration-solutions,Jun 18 2020,by Stacia Misner Varga,Beginner,2h 41m,https://pluralsight.imgix.net/course-images/designing-ssis-integration-solutions-v1.jpg?w=120
4712,Create and Manage Stacks with AWS CloudFormation Using the AWS Management Console,https://www.pluralsight.com/courses/create-manage-stacks-aws-cloudformation-aws-mgmt-console,Jun 18 2020,by Miguel  Saavedra,Beginner,1h 2m,https://pluralsight.imgix.net/course-images/create-manage-stacks-aws-cloudformation-aws-mgmt-console-v1.png?w=120
4713,Data Engineering with AWS Machine Learning,https://www.pluralsight.com/courses/data-engineering-aws-machine-learning,Jun 18 2020,by Kim Schmidt,Advanced,2h 54m,https://pluralsight.imgix.net/course-images/data-engineering-aws-machine-learning-v1.png?w=120
4714,Manage Cloud Security and Risk,https://www.pluralsight.com/courses/manage-cloud-security-risk-ccsk,Jun 18 2020,by Dr. Lyron H. Andrews,Intermediate,1h 24m,https://pluralsight.imgix.net/course-images/manage-cloud-security-risk-ccsk-v1.png?w=120
4715,Splunk Enterprise Administration: Monitoring and Creating Inputs,https://www.pluralsight.com/courses/splunk-enterprise-admin-monitoring-creating-inputs,Jun 18 2020,by Muhammad Awan,Intermediate,2h 31m,https://pluralsight.imgix.net/course-images/splunk-enterprise-admin-monitoring-creating-inputs-v1.png?w=120
4716,Design a Storage Strategy for Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-storage-strategy-design,Jun 18 2020,by John Savill,Intermediate,3h 55m,https://pluralsight.imgix.net/course-images/microsoft-azure-storage-strategy-design-v1.png?w=120
4717,Migrating to Google Cloud,https://www.pluralsight.com/courses/migrating-google-cloud,Jun 18 2020,by Google Cloud,Beginner,5h 36m,https://pluralsight.imgix.net/course-images/migrating-google-cloud-v1.png?w=120
4718,Cultivating Effective Relationships in Virtual Work,https://www.pluralsight.com/courses/cultivating-effective-relationships-virtual-work,Jun 17 2020,by Jo Harder,Beginner,1h 22m,https://pluralsight.imgix.net/course-images/cultivating-effective-relationships-virtual-work-v1.jpg?w=120
4719,Getting Started with Bash and Z Shell,https://www.pluralsight.com/courses/bash-zshell-getting-started,Jun 17 2020,by Reindert-Jan Ekker,Beginner,1h 17m,https://pluralsight.imgix.net/course-images/bash-zshell-getting-started-v1.png?w=120
4720,Using Salt's Alternative Architectures,https://www.pluralsight.com/courses/using-salt-alternative-architectures,Jun 17 2020,by Andrew Mallett,Intermediate,1h 30m,https://pluralsight.imgix.net/course-images/using-salt-alternative-architectures-v1.png?w=120
4721,Protecting Devices and Applications in Microsoft 365,https://www.pluralsight.com/courses/protecting-devices-applications-microsoft-365,Jun 17 2020,by Robert McMillen,Intermediate,1h 50m,https://pluralsight.imgix.net/course-images/protecting-devices-applications-microsoft-365-v2.png?w=120
4722,Workshop: Angular Basics Day 2,https://www.pluralsight.com/courses/ng-conf-2020-session-43,Jun 17 2020,by ng-conf,Intermediate,6h 7m,https://pluralsight.imgix.net/course-images/ng-conf-2020-session-43-v1.jpg?w=120
4723,Using Lambda Expressions in Java 8 Code,https://www.pluralsight.com/courses/lambda-expressions-java-code,Jun 16 2020,by Jose Paumard,Intermediate,1h 12m,https://pluralsight.imgix.net/course-images/lambda-expressions-java-code-v1.png?w=120
4724,Purple Teaming: The Big Picture,https://www.pluralsight.com/courses/purple-teaming-big-picture,Jun 16 2020,by Cristian Pascariu,Beginner,39m,https://pluralsight.imgix.net/course-images/purple-teaming-big-picture-v1.png?w=120
4725,Algorithms and Data Structures - Part 1,https://www.pluralsight.com/courses/algorithms-data-structures-part-one,Jun 16 2020,by Robert Horvick,Beginner,2h 26m,https://pluralsight.imgix.net/course-images/algorithms-data-structures-part-one-v1.png?w=120
4726,Workshop: Reactive Fundamentals with RxJS Day 1,https://www.pluralsight.com/courses/ng-conf-2020-session-36,Jun 16 2020,by ng-conf,Intermediate,4h 51m,https://pluralsight.imgix.net/course-images/ng-conf-2020-session-36-v1.jpg?w=120
4727,Workshop: Learn NgRX from the Creators of NgRX Day 2,https://www.pluralsight.com/courses/ng-conf-2020-session-42,Jun 16 2020,by ng-conf,Intermediate,4h 54m,https://pluralsight.imgix.net/course-images/ng-conf-2020-session-42-v1.jpg?w=120
4728,Design a Compute Strategy for Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-compute-strategy-design,Jun 16 2020,by John Savill,Intermediate,4h 30m,https://pluralsight.imgix.net/course-images/microsoft-azure-compute-strategy-design-v1.png?w=120
4729,Workshop: Cross Platfom with Ionic,https://www.pluralsight.com/courses/ng-conf-2020-session-44,Jun 16 2020,by ng-conf,Intermediate,3h 30m,https://pluralsight.imgix.net/course-images/ng-conf-2020-session-44-v1.jpg?w=120
4730,Storing Data in HTML,https://www.pluralsight.com/courses/html-storing-data,Jun 16 2020,by Jill Gundersen,Intermediate,33m,https://pluralsight.imgix.net/course-images/html-storing-data-v1.png?w=120
4731,Workshop: Learn NgRX from the Creators of NgRX Day 1,https://www.pluralsight.com/courses/ng-conf-2020-session-37,Jun 16 2020,by ng-conf,Intermediate,4h 33m,https://pluralsight.imgix.net/course-images/ng-conf-2020-session-37-v1.jpg?w=120
4732,Workshop: Angular in the JAMstack,https://www.pluralsight.com/courses/ng-conf-2020-session-39,Jun 16 2020,by ng-conf,Intermediate,3h 44m,https://pluralsight.imgix.net/course-images/ng-conf-2020-session-39-v1.jpg?w=120
4733,Workshop: Angular Basics Day 1,https://www.pluralsight.com/courses/ng-conf-2020-session-38,Jun 16 2020,by ng-conf,Intermediate,5h 16m,https://pluralsight.imgix.net/course-images/ng-conf-2020-session-38-v1.jpg?w=120
4734,Workshop: Reactive Fundamentals with RxJS Day 2,https://www.pluralsight.com/courses/ng-conf-2020-session-41,Jun 16 2020,by ng-conf,Intermediate,5h 45m,https://pluralsight.imgix.net/course-images/ng-conf-2020-session-41-v1.jpg?w=120
4735,Workshop: Develop at Scale with Nx Monorepos,https://www.pluralsight.com/courses/ng-conf-2020-session-40,Jun 16 2020,by ng-conf,Intermediate,4h 29m,https://pluralsight.imgix.net/course-images/ng-conf-2020-session-40-v1.jpg?w=120
4736,Building Batch Data Processing Solutions in Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-batch-data-building-update,Jun 15 2020,by Tim Warner,Intermediate,1h 45m,https://pluralsight.imgix.net/course-images/microsoft-azure-batch-data-building-update-v1.png?w=120
4737,AWS Systems Manager: Getting Started,https://www.pluralsight.com/courses/aws-systems-manager-getting-started,Jun 15 2020,by David O'Brien,Beginner,1h 45m,https://pluralsight.imgix.net/course-images/aws-systems-manager-getting-started-v1.png?w=120
4738,Cloud Infrastructure Analysis with Scout Suite,https://www.pluralsight.com/courses/cloud-infrastructure-analysis-scout-suite,Jun 15 2020,by Guillaume Ross,Intermediate,29m,https://pluralsight.imgix.net/course-images/cloud-infrastructure-analysis-scout-suite-v1.png?w=120
4739,Securing and Monitoring AWS Workloads,https://www.pluralsight.com/courses/securing-monitoring-aws-workloads,Jun 12 2020,by Saravanan Dhandapani,Advanced,1h 58m,https://pluralsight.imgix.net/course-images/securing-monitoring-aws-workloads-v1.png?w=120
4740,Digital Forensics: Getting Started,https://www.pluralsight.com/courses/digital-forensics-getting-started,Jun 12 2020,by Shoaib Arshad,Beginner,2h 24m,https://pluralsight.imgix.net/course-images/digital-forensics-getting-started-v2.png?w=120
4741,Getting Started with Azure Maps 2,https://www.pluralsight.com/courses/getting-started-azure-maps,Jun 12 2020,by Jurgen Kevelaers,Beginner,1h 6m,https://pluralsight.imgix.net/course-images/getting-started-azure-maps-v1.png?w=120
4742,Implementing Web and Mobile Services on Microsoft Azure,https://www.pluralsight.com/courses/microsoft-azure-implementing-web-mobile-services-update,Jun 12 2020,by Mike Pfeiffer,Intermediate,3h 55m,https://pluralsight.imgix.net/course-images/microsoft-azure-implementing-web-mobile-services-update-v1.png?w=120
4743,Confluence: Content Administration and Customization,https://www.pluralsight.com/courses/confluence-content-administration-customization,Jun 12 2020,by Jim Weaver,Intermediate,1h 59m,https://pluralsight.imgix.net/course-images/audience/business-professional.jpg?w=120
4744,Working with Audio and Video in Web Pages,https://www.pluralsight.com/courses/audio-video-in-web-pages,Jun 12 2020,by Shawn Wildermuth,Intermediate,1h 1m,https://pluralsight.imgix.net/course-images/audio-video-in-web-pages-v1.png?w=120
4745,Defining New Data Structures Using Quick SQL,https://www.pluralsight.com/courses/defining-new-data-structures-quick-sql,Jun 12 2020,by Tim Boles,Beginner,1h 10m,https://pluralsight.imgix.net/course-images/defining-new-data-structures-quick-sql-v1.png?w=120
4746,Debugging Sites Using Chrome DevTools,https://www.pluralsight.com/courses/debugging-sites-chrome-devtools,Jun 12 2020,by Brice Wilson,Intermediate,1h 46m,https://pluralsight.imgix.net/course-images/debugging-sites-chrome-devtools-v1.jpg?w=120
4747,Cisco Enterprise Networks: First Hop Redundancy Protocols,https://www.pluralsight.com/courses/cisco-enterprise-networks-first-hop-redundancy-protocols,Jun 12 2020,by Ben Piper,Intermediate,1h 52m,https://pluralsight.imgix.net/course-images/cisco-enterprise-networks-first-hop-redundancy-protocols-v1.png?w=120
4748,Collecting Data on AWS,https://www.pluralsight.com/courses/collecting-data-aws,Jun 11 2020,by Fernando Medina Corey,Intermediate,2h 18m,https://pluralsight.imgix.net/course-images/collecting-data-aws-v1.png?w=120
4749,"Understanding Agile Risk Management, Metrics, Stakeholder Management, and Agile Contracts",https://www.pluralsight.com/courses/agile-risk-metrics-stakeholder-management,Jun 11 2020,by Chuck Cobb,Intermediate,1h 15m,https://pluralsight.imgix.net/course-images/agile-risk-metrics-stakeholder-management-v1.png?w=120
4750,Mastering Git,https://www.pluralsight.com/courses/master-git,Jun 11 2020,by Paolo Perrotta,Intermediate,3h 3m,https://pluralsight.imgix.net/course-images/master-git-v1.png?w=120
4751,Coding in AWS Cloud9 IDE,https://www.pluralsight.com/courses/coding-aws-cloud9-ide,Jun 11 2020,by Jordan Yankovich,Intermediate,1h 15m,https://pluralsight.imgix.net/course-images/coding-aws-cloud9-ide-v1.png?w=120
4752,Implementing Microsoft Azure Backup,https://www.pluralsight.com/courses/microsoft-azure-backup-implementing,Jun 11 2020,by Gary Grudzinskas,Intermediate,2h 9m,https://pluralsight.imgix.net/course-images/microsoft-azure-backup-implementing-v2.jpg?w=120
4753,Querying Data from MongoDB,https://www.pluralsight.com/courses/querying-data-mongodb,Jun 11 2020,by Dan Geabunea,Beginner,1h 45m,https://pluralsight.imgix.net/course-images/querying-data-mongodb-v1.png?w=120
4754,Implement Infrastructure Security for Cloud,https://www.pluralsight.com/courses/implement-infrastructure-security-cloud-ccsk,Jun 11 2020,by Dr. Lyron H. Andrews,Intermediate,1h 16m,https://pluralsight.imgix.net/course-images/implement-infrastructure-security-cloud-ccsk-v1.png?w=120
4755,Build Your First Data Visualization with RAWGraphs 1,https://www.pluralsight.com/courses/build-first-data-visualization-rawgraphs,Jun 11 2020,by Troy Kranendonk,Beginner,19m,https://pluralsight.imgix.net/course-images/build-first-data-visualization-rawgraphs-v1.png?w=120
4756,Monitor and Maintain a Software-Defined Datacenter with SCOM,https://www.pluralsight.com/courses/monitor-maintain-software-defined-datacenter-scom,Jun 11 2020,by Steve Buchanan,Advanced,2h 40m,https://pluralsight.imgix.net/course-images/monitor-maintain-software-defined-datacenter-scom-v1.png?w=120
4757,Building Your First Data Pipeline in Azure Data Factory,https://www.pluralsight.com/courses/building-first-data-pipeline-azure-data-factory,Jun 11 2020,by Emilio Melo,Beginner,1h 8m,https://pluralsight.imgix.net/course-images/building-first-data-pipeline-azure-data-factory-v1.png?w=120
4758,Fundamentals of Salesforce Experience Cloud,https://www.pluralsight.com/courses/fundamentals-salesforce-community-cloud,Jun 11 2020,by Phil Weinmeister,Beginner,1h 52m,https://pluralsight.imgix.net/course-images/fundamentals-salesforce-community-cloud-v3.png?w=120
4759,Building Successful Virtual Teams,https://www.pluralsight.com/courses/building-successful-virtual-teams,Jun 11 2020,by Chase DeHan,Beginner,1h 48m,https://pluralsight.imgix.net/course-images/building-successful-virtual-teams-v1.png?w=120
4760,Developing with .NET on Microsoft Azure - Getting Started,https://www.pluralsight.com/courses/developing-dotnet-microsoft-azure-getting-started-update,Jun 10 2020,by Matt Milner,Beginner,3h 9m,https://pluralsight.imgix.net/course-images/developing-dotnet-microsoft-azure-getting-started-update-v1.png?w=120
4761,Build Your First Dashboard with DOMO,https://www.pluralsight.com/courses/building-first-dashboard-domo,Jun 10 2020,by Mihaela Danci,Beginner,1h ,https://pluralsight.imgix.net/course-images/building-first-dashboard-domo-v1.png?w=120
4762,Playbook: Mining Data with the Twitter API,https://www.pluralsight.com/courses/playbook-mining-data-twitter-api,Jun 10 2020,by Jamie Maguire,Intermediate,48m,https://pluralsight.imgix.net/course-images/playbook-mining-data-twitter-api-v1.png?w=120
4763,Monitoring AWS CloudFormation with CloudTrail,https://www.pluralsight.com/courses/monitoring-aws-cloudformation-cloudtrail,Jun 10 2020,by Craig Golightly,Beginner,28m,https://pluralsight.imgix.net/course-images/monitoring-aws-cloudformation-cloudtrail-v1.png?w=120
4764,Deploying a Kafka 2 Cluster,https://www.pluralsight.com/courses/deploying-kafka-cluster,Jun 10 2020,by Paweł Kordek,Beginner,2h 30m,https://pluralsight.imgix.net/course-images/deploying-kafka-cluster-v1.png?w=120
4765,SwiftUI: Getting Started,https://www.pluralsight.com/courses/swiftui-getting-started,Jun 10 2020,by Jonathan Wong,Beginner,55m,https://pluralsight.imgix.net/course-images/swiftui-getting-started-v1.png?w=120
4766,Exploring Strategy & Vision,https://www.pluralsight.com/courses/exploring-strategy-vision,Jun 10 2020,by Justin Buehler,Advanced,43m,https://pluralsight.imgix.net/course-images/exploring-strategy-vision-v1.png?w=120
